,user utc offset,text,created_at,user,id,user time zone,lng,user location,lat,language,Parsed,lemmas
810,Philippines,"what can you say about napoles?  Napoles, hmm. Too bad I wasn't able to really follow the whole issue. But I do... http://t.co/es4nYw1S7i",1383891160.0,Leishayne,'398815336654704640',Pacific Time (US & Canada),,-28800.0,,en,"what can you say about napoles?  Napoles, hmm. Too bad I wasn't able to really follow the whole issue. But I do... http://t.co/es4nYw1S7i","[napoles,  , Napoles, hmm, bad, n't, able, follow, issue, http://t.co/es4nYw1S7i]"
811,Davao City,@Ilagan_Boy06 @viagrace09 I INVOKE MY RIGHT TO SELF INCRIMINATION :D #Napoles,1383891209.0,jessassygirl,'398815542053572608',Beijing,,28800.0,,en,@Ilagan_Boy06 @viagrace09 I INVOKE MY RIGHT TO SELF INCRIMINATION :D #Napoles,"[@Ilagan_Boy06, @viagrace09, INVOKE, RIGHT, SELF, INCRIMINATION, :D, Napoles]"
812,"San Juan City, Philippines!",#NowWatching Napoles hearing. Not because of her but because of the one and only Miriam Defensor Santiago ,1383891274.0,hannapechon,'398815814628831232',Taipei,,28800.0,,en,#NowWatching Napoles hearing. Not because of her but because of the one and only Miriam Defensor Santiago ,"[NowWatching, Napoles, hearing, Miriam, Defensor, Santiago]"
813,"Manila, Philippines",Don't wanna hear about napoles thing. Nakakainis lang.,1383891336.0,YourJem,'398816074327552000',Pacific Time (US & Canada),,-28800.0,,en,Don't wanna hear about napoles thing. Nakakainis lang.,"[n't, wanna, hear, napoles, thing, Nakakainis, lang]"
814,"Manila, Philippines","My sister's watching the #Napoles hearing 'cause she missed it yesterday. Listening to it now, it sounds like a really bad radio drama.",1383891348.0,EloraPicson,'398816125846175744',Hong Kong,,28800.0,,en,"My sister's watching the #Napoles hearing 'cause she missed it yesterday. Listening to it now, it sounds like a really bad radio drama.","[sister, 's, watching, Napoles, hearing, 'cause, missed, yesterday, Listening, sounds, like, bad, radio, drama]"
815,Philippines,"Indeed! ""@rapplerdotcom: Miriam to Napoles: Tell all before senators kill you http://t.co/j4euGhoBYo""",1383891371.0,princessmaelove,'398816223229530113',Taipei,,28800.0,,en,"Indeed! ""@rapplerdotcom: Miriam to Napoles: Tell all before senators kill you http://t.co/j4euGhoBYo""","[@rapplerdotcom, Miriam, Napoles, Tell, senators, kill, http://t.co/j4euGhoBYo]"
816,"calamba,laguna,philippines",I love napoles 'SHE'S THE ONE' http://t.co/SPtXlgAERR,1383891433.0,romnickmartinez,'398816479866408960',Pacific Time (US & Canada),,-28800.0,,en,I love napoles 'SHE'S THE ONE' http://t.co/SPtXlgAERR,"[love, napoles, 'S, http://t.co/SPtXlgAERR]"
817,sa PUSO'T ISIP MO,"Dear NBI, can you please investigate Yolanda and Napoles. I think they conspired to destroy the Philippines. #YolandaPH",1383891580.0,iamtoffie_badz,'398817097381187584',Hong Kong,,28800.0,,en,"Dear NBI, can you please investigate Yolanda and Napoles. I think they conspired to destroy the Philippines. #YolandaPH","[Dear, NBI, investigate, Yolanda, Napoles, think, conspired, destroy, Philippines, YolandaPH]"
818,,"Miriam: Knock Knock! Napoles: Who's There?Miriam: Yolanda!Napoles: Yolanda Who? Miriam: Yolanda, What my name, whats my name...",1383891656.0,YolandaHaiyanPH,'398817417586950144',Alaska,,-32400.0,,en,"Miriam: Knock Knock! Napoles: Who's There?Miriam: Yolanda!Napoles: Yolanda Who? Miriam: Yolanda, What my name, whats my name...","[Miriam, Knock, Knock, Napoles, 's, There?Miriam, Yolanda!Napoles, Yolanda, Miriam, Yolanda, s]"
819,"Cedar Key, United States","If you don't wanna talk, just let me know now instead of keeping me Guilty yang si Janet Lim Napoles sa P10 Bilyon pork",1383891658.0,muraro_z,'398817424851869696',,,,,en,"If you don't wanna talk, just let me know now instead of keeping me Guilty yang si Janet Lim Napoles sa P10 Bilyon pork","[n't, wanna, talk, let, know, instead, keeping, Guilty, yang, si, Janet, Lim, Napoles, sa, P10, Bilyon, pork]"
820,Angeles City,@PorkyVaughn So you're tellling me I'm napoles? :( huhu.,1383891683.0,joyceeber,'398817530468261889',Alaska,,-32400.0,,en,@PorkyVaughn So you're tellling me I'm napoles? :( huhu.,"[@PorkyVaughn, 're, tellling, 'm, napoles, huhu]"
821,,Super typhoons hit #Philippines... typhoon #Napoles  and typhoon #YolandaPH both destructive...,1383891729.0,abaMARUELyan,'398817722470903809',Central Time (US & Canada),,-21600.0,,en,Super typhoons hit #Philippines... typhoon #Napoles  and typhoon #YolandaPH both destructive...,"[Super, typhoons, hit, Philippines, typhoon, Napoles,  , typhoon, YolandaPH, destructive]"
822,"Davao City, Philippines","Bon Jovi to Janet Napoles: ""You give pork a bad name!"" haha",1383891783.0,IamPaulOnez,'398817950083215360',Alaska,,-32400.0,,en,"Bon Jovi to Janet Napoles: ""You give pork a bad name!"" haha","[Bon, Jovi, Janet, Napoles, pork, bad, haha]"
823,Manila,I invoke my right?Oo napoles ma sosolve natin yan!,1383891854.0,dreamatienzo,'398818245584506880',Central Time (US & Canada),,-21600.0,,en,I invoke my right?Oo napoles ma sosolve natin yan!,"[invoke, right?Oo, napoles, ma, sosolve, natin, yan]"
824,"Pasig City, PhilipPAYNEs","""@PitelAngelica: @ImTRISHA_21 ! SAME FEELING WITH NAPOLES, @ColeinNicole""",1383891909.0,ImTRISHA_21,'398818478162845696',Beijing,,28800.0,,en,"""@PitelAngelica: @ImTRISHA_21 ! SAME FEELING WITH NAPOLES, @ColeinNicole""","[@PitelAngelica, @ImTRISHA_21, FEELING, NAPOLES, @ColeinNicole]"
825,"Tagaytay City, Phils.","Victoria's denial of truth reminds me of Napoles case, full of pretensions! urrgghh #affectedlang #BNLKMNightOfRapeExposed",1383891926.0,imsogracious,'398818548627161088',Greenland,120.9447263,-10800.0,14.35001854,en,"Victoria's denial of truth reminds me of Napoles case, full of pretensions! urrgghh #affectedlang #BNLKMNightOfRapeExposed","[Victoria, 's, denial, truth, reminds, Napoles, case, pretensions, urrgghh, affectedlang, BNLKMNightOfRapeExposed]"
826,,I #votearianagrande for the 2013 #MTVEMA Artist On The Rise! See who's in the lead and vote: http://t.co/MjEUzj2uPP pork barrel,1383891978.0,buteradiariesx,'398818766185717760',,,,,en,I #votearianagrande for the 2013 #MTVEMA Artist On The Rise! See who's in the lead and vote: http://t.co/MjEUzj2uPP pork barrel,"[votearianagrande, MTVEMA, Artist, Rise, 's, lead, vote, http://t.co/MjEUzj2uPP, pork, barrel]"
827,"Manila, Philippines","Best excuse ever: ""I invoke my right against self-incrimination."" ... #napoles #dikopoalam XD",1383891996.0,ladyElle18,'398818844795342848',Arizona,120.98932849999998,-25200.0,14.655885500000002,en,"Best excuse ever: ""I invoke my right against self-incrimination."" ... #napoles #dikopoalam XD","[Best, excuse, invoke, right, self, incrimination, napoles, dikopoalam, XD]"
828,Philippines,Hahahaha. Pork Barrel jokes. Laughtrip. #BG,1383892010.0,smileawjay,'398818902873894912',Alaska,,-32400.0,,en,Hahahaha. Pork Barrel jokes. Laughtrip. #BG,"[Hahahaha, Pork, Barrel, jokes, Laughtrip, BG]"
829,,Classmate: Ano'ng GWA mo last sem?ME: I INVOKE MY RIGHT AGAINST SELF-INCRIMINATION! #Napoles,1383892029.0,starjohnray1,'398818982150410241',Taipei,,28800.0,,en,Classmate: Ano'ng GWA mo last sem?ME: I INVOKE MY RIGHT AGAINST SELF-INCRIMINATION! #Napoles,"[Classmate, Ano'ng, GWA, mo, sem?ME, INVOKE, RIGHT, SELF, INCRIMINATION, Napoles]"
830,,"""@chaygonzales: i just saw this pic :)) ROFL :)) #Napoles http://t.co/GEtI6vaWgq"" #Napoles HAHHAHHAA!",1383892034.0,Yeyiieesh,'398819002761220098',Alaska,,-32400.0,,en,"""@chaygonzales: i just saw this pic :)) ROFL :)) #Napoles http://t.co/GEtI6vaWgq"" #Napoles HAHHAHHAA!","[@chaygonzales, saw, pic, ROFL, Napoles, http://t.co/GEtI6vaWgq, Napoles, HAHHAHHAA]"
831,"Paris, France",Really? Did Napoles revealed the truth?,1383892054.0,ThriciaLou,'398819088018853889',Arizona,,-25200.0,,en,Really? Did Napoles revealed the truth?,"[Napoles, revealed, truth]"
832,"Cebu, Philippines","Technically it's not yours to give up, that's 'OUR' pork. RT @inquirerdotnet Legarda: Ive given up my pork for 2014 #Napoles",1383892141.0,jango_des,'398819449404280832',Jakarta,,25200.0,,en,"Technically it's not yours to give up, that's 'OUR' pork. RT @inquirerdotnet Legarda: Ive given up my pork for 2014 #Napoles","[Technically, 's, 's, pork, RT, @inquirerdotnet, Legarda, ve, given, pork, Napoles]"
833,,JANET NAPOLES voted EXO for #WorldWideAct  #EMAzing #MTVEMA,1383892170.0,luhansmoan,'398819572691652609',Hong Kong,,28800.0,,en,JANET NAPOLES voted EXO for #WorldWideAct  #EMAzing #MTVEMA,"[JANET, NAPOLES, voted, EXO, WorldWideAct,  , EMAzing, MTVEMA]"
834,"Jersey City, NJ","Don't give Janet Napoles special treatment in jail if she'll just say ""HINDI KO PO ALAM"" #JanetNapoles #Magnanakaw",1383892188.0,ChescAzurin,'398819648260415490',Eastern Time (US & Canada),,-18000.0,,en,"Don't give Janet Napoles special treatment in jail if she'll just say ""HINDI KO PO ALAM"" #JanetNapoles #Magnanakaw","[n't, Janet, Napoles, special, treatment, jail, 'll, HINDI, KO, PO, ALAM, JanetNapoles, Magnanakaw]"
835,desmerias,i dun knoe hus mur manhidnapoles or youit herts #hugotulit,1383892262.0,dlsud_pls,'398819960606052353',,,,,en,i dun knoe hus mur manhidnapoles or youit herts #hugotulit,"[dun, knoe, hus, mur, manhidnapoles, youit, herts, hugotulit]"
836,IG: Bebarben :),Who is the cruelest person in history?  napoles :) sorry to say so :) http://t.co/36pbOLyl4c,1383892265.0,Beybearben,'398819969565478912',Arizona,,-25200.0,,en,Who is the cruelest person in history?  napoles :) sorry to say so :) http://t.co/36pbOLyl4c,"[cruelest, person, history,  , napoles, sorry, http://t.co/36pbOLyl4c]"
837,Singapore,Napoles' denials can be used against her  Escudero:MyNews Philippines_AndroidApp!  https://t.co/xU0BUtXcRo,1383892280.0,lhylcom32,'398820032890671104',Singapore,,28800.0,,en,Napoles' denials can be used against her  Escudero:MyNews Philippines_AndroidApp!  https://t.co/xU0BUtXcRo,"[Napoles, denials,  , Escudero, MyNews, Philippines_AndroidApp,  , https://t.co/xU0BUtXcRo]"
838,Philippines,@Inq_Opinion Did you know that #Napoles was Trending Topic for 12 hours?  http://t.co/MxOHml5GkH @inquirerdotnet #trndnl,1383892287.0,trendinaliaPI,'398820064679309312',Perth,120.7391,28800.0,15.5931,en,@Inq_Opinion Did you know that #Napoles was Trending Topic for 12 hours?  http://t.co/MxOHml5GkH @inquirerdotnet #trndnl,"[@Inq_Opinion, know, Napoles, Trending, Topic, hours,  , http://t.co/MxOHml5GkH, @inquirerdotnet, trndnl]"
839,K A T H N I E L ,"Miriam: Knock Knock! Napoles: Who's There?Miriam: Yolanda!Napoles: Yolanda Who?Miriam: Yolanda, What my name, whats my name...",1383892337.0,NAoMIFloREs_21,'398820274298040320',Abu Dhabi,,14400.0,,en,"Miriam: Knock Knock! Napoles: Who's There?Miriam: Yolanda!Napoles: Yolanda Who?Miriam: Yolanda, What my name, whats my name...","[Miriam, Knock, Knock, Napoles, 's, There?Miriam, Yolanda!Napoles, Yolanda, Who?Miriam, Yolanda, s]"
840,"Manila,Philippines","Biggest issue yesterday, Yolanda (typhoon) vs. Napoles xD amf hahaha",1383892371.0,tristan_ishq,'398820414769881088',Pacific Time (US & Canada),,-28800.0,,en,"Biggest issue yesterday, Yolanda (typhoon) vs. Napoles xD amf hahaha","[Biggest, issue, yesterday, Yolanda, typhoon, vs., Napoles, xD, amf, hahaha]"
841,riyadh k.s.a.,I liked a @YouTube video http://t.co/WZXV30rXEh Experts laud Miriam grilling Napoles,1383892440.0,rickyprudencio,'398820706206875648',,,,,en,I liked a @YouTube video http://t.co/WZXV30rXEh Experts laud Miriam grilling Napoles,"[liked, @YouTube, video, http://t.co/WZXV30rXEh, Experts, laud, Miriam, grilling, Napoles]"
842,Denmark,"""@HecklerForever: The most annoying thing about Janet Lim-Napoles after yesterday's hearing? She was still breathing.""",1383892441.0,ifYouSeeKU,'398820710895730688',Arizona,,-25200.0,,en,"""@HecklerForever: The most annoying thing about Janet Lim-Napoles after yesterday's hearing? She was still breathing.""","[@HecklerForever, annoying, thing, Janet, Lim, Napoles, yesterday, 's, hearing, breathing]"
843,,Lawyer says  Napoles as state witness will benefit country http://t.co/DbVObXQSGk,1383892489.0,tordesillas,'398820909433114624',Alaska,,-32400.0,,en,Lawyer says  Napoles as state witness will benefit country http://t.co/DbVObXQSGk,"[Lawyer, says,  , Napoles, state, witness, benefit, country, http://t.co/DbVObXQSGk]"
844,,Grabe! Now watching miriam defensor with napoles !,1383892512.0,imAbby23,'398821005646258176',Pacific Time (US & Canada),,-28800.0,,en,Grabe! Now watching miriam defensor with napoles !,"[Grabe, watching, miriam, defensor, napoles]"
845,,"""Tell the truth before the senators affected have you assasinated"" PAK! #senmiriam #napoles #pdafprobe #porkprobe http://t.co/02vBCyuRRC",1383892616.0,starjohnray1,'398821442394918912',Taipei,,28800.0,,en,"""Tell the truth before the senators affected have you assasinated"" PAK! #senmiriam #napoles #pdafprobe #porkprobe http://t.co/02vBCyuRRC","[Tell, truth, senators, affected, assasinated, PAK, senmiriam, napoles, pdafprobe, porkprobe, http://t.co/02vBCyuRRC]"
846,Sa Singit ni Luhan,I want to watch the hearing of Napoles.,1383892633.0,Donya_LU,'398821513429667840',Pacific Time (US & Canada),,-28800.0,,en,I want to watch the hearing of Napoles.,"[want, watch, hearing, Napoles]"
847,"Newville, United States","If you don't wanna talk, just let me know now instead of keeping me Guilty yang si Janet Lim Napoles sa P10 Bilyon pork",1383892703.0,MjIngrahm,'398821809019031552',,,,,en,"If you don't wanna talk, just let me know now instead of keeping me Guilty yang si Janet Lim Napoles sa P10 Bilyon pork","[n't, wanna, talk, let, know, instead, keeping, Guilty, yang, si, Janet, Lim, Napoles, sa, P10, Bilyon, pork]"
848,"Washington, DC",#Philippines: Whistle-blower Benhur Luy implicated more lawmakers in the multibillion-peso pork barrel controversy. http://t.co/XsXjaBi3IF,1383892772.0,SoutheastAsiaDC,'398822096257564672',Eastern Time (US & Canada),,-18000.0,,en,#Philippines: Whistle-blower Benhur Luy implicated more lawmakers in the multibillion-peso pork barrel controversy. http://t.co/XsXjaBi3IF,"[Philippines, Whistle, blower, Benhur, Luy, implicated, lawmakers, multibillion, peso, pork, barrel, controversy, http://t.co/XsXjaBi3IF]"
849,exo's manager hyung,Janet Lim Napoles voted EXO for #WorldWideAct,1383892804.0,JiyongHilario,'398822233226764288',Pacific Time (US & Canada),,-28800.0,,en,Janet Lim Napoles voted EXO for #WorldWideAct,"[Janet, Lim, Napoles, voted, EXO, WorldWideAct]"
850,,I INVOKE MY RIGHT - Napoles,1383892821.0,imAbby23,'398822302868975616',Pacific Time (US & Canada),,-28800.0,,en,I INVOKE MY RIGHT - Napoles,"[INVOKE, RIGHT, Napoles]"
851,philippines,FULL TRANSCRIPT: Janet Lim-Napoles tells 'Investigative Documentaries': Middle class lang kami http://t.co/F6Bq4Y1VlB via @gmanews,1383892836.0,hellosonny,'398822366144262144',,,,,en,FULL TRANSCRIPT: Janet Lim-Napoles tells 'Investigative Documentaries': Middle class lang kami http://t.co/F6Bq4Y1VlB via @gmanews,"[TRANSCRIPT, Janet, Lim, Napoles, tells, Investigative, Documentaries, Middle, class, lang, kami, http://t.co/F6Bq4Y1VlB, @gmanews]"
852,{#putasfam  #seluchanbaek},Napoles voted EXO for #WorldWideAct  #EMAzing #MTVEMA,1383892852.0,luhungry,'398822435090210816',Beijing,,28800.0,,en,Napoles voted EXO for #WorldWideAct  #EMAzing #MTVEMA,"[Napoles, voted, EXO, WorldWideAct,  , EMAzing, MTVEMA]"
853,Philippines,Can somebody send me the link nung full trial ni Napoles. I want to watch. ,1383892865.0,GOSSIP_BOY_JC,'398822487300919296',Alaska,,-32400.0,,en,Can somebody send me the link nung full trial ni Napoles. I want to watch. ,"[somebody, send, link, nung, trial, ni, Napoles, want, watch]"
854,Philippines,I invoke my right #napoles,1383892956.0,Eryelii,'398822867413917696',Beijing,,28800.0,,en,I invoke my right #napoles,"[invoke, right, napoles]"
855,lost and insecure,Dad dont want what im watching so he keeps on talking some shts like napoles can u not,1383892977.0,syryliamcalm,'398822958816190464',Singapore,,28800.0,,en,Dad dont want what im watching so he keeps on talking some shts like napoles can u not,"[Dad, nt, want, m, watching, keeps, talking, shts, like, napoles, u]"
