user utc offset,text,created_at,user,id,user time zone,lng,user location,lat,language
Philippines and Elsewhere,MTRCB summons Arnold Clavio for rude language against Napoles lawyer http://t.co/RgnOBUxjHv,1383884158.0,kabayanxchng,'398785968699744256',Singapore,,28800,,en
"Manila, Philippines","MTRCB summons Arnold Clavio for rude language against Napoles lawyer: MANILA, Philippines  A... http://t.co/FfwbIPS5BZ (via Inquirer)",1383884159.0,newsphilippines,'398785972822757376',Hong Kong,,28800,,en
Pilipinas,MTRCB summons Arnold Clavio for rude language against Napoles lawyer,1383884159.0,ArchieAndres,'398785970817884160',Beijing,,28800,,en
,"MTRCB summons Arnold Clavio for rude language against Napoles lawyer: MANILA, Philippines  After GMA 7 news... http://t.co/YMB5fCe6dm",1383884160.0,ramonjacinto159,'398785974584360961',,,,,en
philippines,NAPOLES is stronger than YOLANDA.,1383884190.0,jhouecabatingan,'398786102741327872',Beijing,,28800,,en
rhnzylaishabuenocayleboni ily,Ayan may kausap nako napoles thank you so much you can invoke your right now,1383884190.0,_andreanxx,'398786100589641728',Arizona,,-25200,,en
,@kareeeeedad lol tell it to janeth napoles,1383884192.0,castrokenzo,'398786110488608768',,,,,en
"Manila, Philippines",CAPTION THIS | Janet Napoles shaking hands with Justice Secretary Leila de Lima http://t.co/8FR58la24S,1383884197.0,TV5JournalisMO,'398786131619495936',Singapore,,28800,,en
,Napoles should watch Honesto.,1383884204.0,JallisaMaan,'398786159801032704',Greenland,,-10800,,en
PHL,stop with these napoles memes. can we please help those in dire need of relief goods. #GenuineConcern,1383884221.0,siopaofaced,'398786231179280384',Hong Kong,,28800,,en
,i walk  in the rigth in my self incrimination hahhh this napoles said!,1383884228.0,markanthonydia6,'398786260845596672',,,,,en
"Quezon City, Philippines",RT @TV5JournalisMO: CAPTION THIS | Janet Napoles shaking hands with Justice Secretary Leila de Lima http://t.co/9vIJvz2RO2,1383884240.0,scribblerjack,'398786311504420864',Ulaan Bataar,,28800,,en
Manila,[Inquirer] MTRCB summons Arnold Clavio for rude language against Napoles lawyer http://t.co/ezmCeXdMjW,1383884242.0,AllNews_PH,'398786319238692864',Beijing,,28800,,en
PHILIPPINES,I hope Janet napoles is watching Honesto right now :3,1383884282.0,MrRinzow,'398786488323690496',Alaska,,-32400,,en
"Grand Rapids, MIchigan",Cut in Food Stamps Forces Hard Choices on Poor(Anyone in Congress go hungry? No? They can eat at the Pork Barrel.) http://t.co/xMprfopgim,1383884350.0,mozartplayer,'398786775012765697',Eastern Time (US & Canada),,-18000,,en
Philippines,"@TadsCuna @feelingmacho what, you don't believe me? are you saying i'm a liar??? don't tell me napoles!",1383884383.0,annenitsirhc,'398786913307348992',Taipei,,28800,,en
in front of my computer,"Stop talking about Napoles, and let's start praying for PH #PrayForThePhilippines",1383884394.0,5secsofsummah_,'398786956017930240',Beijing,,28800,,en
valenzuela,@senmiriam: Final words to #Napoles:Tell the truth before the senators affected will have you assassinated.#PDAFProbe,1383884398.0,MagicSarappp,'398786973248147456',Alaska,,-32400,,en
"Ozamiz City, Philippines",LOL&gt;&gt;  8 Janet Napoles Answers to Classic Miss Universe Questions via @The8List http://t.co/bLCnjwhCnL,1383884399.0,jun_anteola,'398786980265209856',Singapore,,28800,,en
MTR MNL WST RMB MKT CTY.,Let's whack napoles.,1383884400.0,SUPERRDAYT,'398786982932783104',Beijing,,28800,,en
Philippines,MTRCB summons Arnold Clavio for rude language against Napoles lawyer http://t.co/bXjKhz5e3w,1383884400.0,angbarako,'398786984082440192',Taipei,,28800,,en
"table for two, opposite you","@itswowabee : I was just about to tweet that!!! Imagine the quake, the war in Mindanao and the Napoles drama then this super typhoon. :O",1383884404.0,jyscmll,'398786998648860672',Paris,,3600,,en
up up and away ,@BagyongYoIanda dont u ever come back. P.S; Bring napoles with you hahahahaahahahah lol fak bye ,1383884448.0,sophiachloeee,'398787185769336833',Arizona,,-25200,,en
,@gmanews it means napoles just whooped our asses yesterday and she's laughing at us right now.xoxo.,1383884463.0,Edmund_0184,'398787245231976448',,,,,en
ViceRylle's ,@vicegandako: Napoles Wedding- Priest: Janet do you take this man to be your lawfully wedded husband? Janet: Di ko po alam!,1383884485.0,MicaAndrea1,'398787338140004353',Beijing,,28800,,en
Philippines,Smile smile din pag may crime. #Napoles,1383884528.0,143eninajyam,'398787519195512833',Beijing,,28800,,en
Pampanga ,NApoles tell the truth !,1383884529.0,ShaJoyLiwag_138,'398787524841054209',Beijing,,28800,,en
,Sana #Napoles tells the truth too. #HonestoTellsTheTruth,1383884541.0,adellesacapano,'398787572681297920',,,,,en
Philippines,via PHShowbizNews: MTRCB summons Arnold Clavio for rude language against Napoles lawyer  http://t.co/ilF6NybRIW http://t.co/l7eez9LVzf,1383884544.0,ViceGandaorg,'398787588003467264',Taipei,,28800,,en
USA ,I voted for Pork Barrel Scam in the PEx BEST OF 2013 http://t.co/wQxkAHqVq3 #PExBestof2013 via @PinoyExchange,1383884551.0,PinaysInShowbiz,'398787615802945536',Eastern Time (US & Canada),,-18000,,en
Purple & Violet World #Ilocos,God sees the truth but waits. #NAPOLES #Politicschuchu,1383884560.0,iheartmhaya07,'398787651999789056',Taipei,,28800,,en
In your dreams  FORTBONIFACIO,Ms Supranational 2013- PhilippinesMs world 2013 - Philippines PorkBarrel queen 2013- Philippines   https://t.co/igBJlYQr1D,1383884569.0,justmeDennis,'398787692252516352',International Date Line West,121.04952,-39600,14.53004,en
"Bulanao,Tabuk,Kalinga",Napoles you made me laugh. haha,1383884576.0,Laicious15,'398787719683264512',Hawaii,,-36000,,en
Temporarily working in Manila,MTRCB summons Arnold Clavio for rude language against Napoles lawyer http://t.co/1cyuMAY7Ng,1383884604.0,jhun_bacala,'398787839292223488',Hong Kong,,28800,,en
CDO,"If you could interview anyone, who would you pick?  NAPOLES! http://t.co/l1ANtaACRo",1383884611.0,novakorinar,'398787867348312064',Singapore,,28800,,en
"Pampanga, Angeles city.",Queen of Corrupt #Napoles!,1383884657.0,Jelssssss,'398788062349508608',Beijing,,28800,,en
,now this pork barrel thing made me love lawyers ;),1383884662.0,13guatno,'398788080124977152',,,,,en
Instagram: nicole_thea,https://t.co/QDCAzq45VQ Watched CHVRCHES music video for Lies after watching the yesterday's Senate Hearing with Napoles. #maykonek :)),1383884674.0,NicAngeles,'398788132335669248',Alaska,,-32400,,en
Distant Utopia,"I think Napoles doesn't need a bullet proof vest anymore, with a skin and face that thick, who needs one?",1383884688.0,visualkeibi,'398788191378886656',Singapore,,28800,,en
,MTRCB summons Arnold Clavio for rude language against Napoles lawyer... http://t.co/8wnDLDscpo,1383884690.0,limitws,'398788199059038208',,,,,en
Philippines,@HecklerForever: Maldita siguro si Janet Napoles in real life. W/ d power of heavy duty shredder LOL,1383884738.0,juvian_kaye,'398788399349239808',Alaska,,-32400,,en
Philippines,MTRCB summons Arnold Clavio for rude language against Napoles lawyer | Read: http://t.co/VQ9qn7zhBG via InquirerNET,1383884761.0,ENTNgayon,'398788498024837120',Beijing,,28800,,en
Philippines,Lawyer says Napoles as state witness will benefit countryBy ELLEN TORDESILLAS THE quote of the day from... http://t.co/39bYaqYZ9S,1383884810.0,verafiles,'398788701507305472',Hong Kong,,28800,,en
"Sydney, Australia","The wimpiest, most shameful Congress | The Manila Times Online http://t.co/7knEZoHfwQ #scrappork #porkbarrel",1383884813.0,benign0,'398788716426055680',Sydney,,39600,,en
,#HonestoTellsTheTruth unlike Napoles :(((((,1383884876.0,Chaeiii,'398788980478468096',Alaska,,-32400,,en
Canada,DTN Philippines: MTRCB summons Arnold Clavio for rude language against Napoles lawyer: After GMA 7 news anch... http://t.co/BfLAXKXixD,1383884910.0,DTNPhilippines,'398789121218322433',,,,,en
,Napoles refuses to singJanet Lim-Napoles (center) reacts as her lawyers from the Public Attorney's Office... http://t.co/IdY5tRDm45,1383884916.0,Reydik,'398789146388348928',,,,,en
"Alexandria, VA","Pork Barrel BBQ Offers Reward for Finding Houdini - Around Town - Old Town Alexandria, VA Patch http://t.co/OaIXSCSEtQ",1383884963.0,HifromBrenda,'398789345768767488',Quito,,-18000,,en
,"If only Candor would let us use their truth serum, extracting the truth from Napoles wouldn't be a problem at all.",1383884971.0,_elaizamartinez,'398789377062498304',Hawaii,,-36000,,en
,"Honesto, Promise!   HAHAHA..  #NapoLIES #Napoles #NapolesLive #PatrolPork #PorkProbe http://t.co/yhFCYamMkq""",1383885023.0,HONESTO_TO,'398789595782868992',,,,,en
,"Shes lying promise.....#honesto #napoles http://t.co/7yUXlY8x2k""",1383885032.0,HONESTO_TO,'398789635377070080',,,,,en
PH,Napoles Zoned. lol,1383885121.0,toneybetco,'398790005520216064',,,,,en
,janet Napoles SUCKS!! x( i want to kill her right now. !! #IIvokeMyRight,1383885126.0,NikaPoperoo15,'398790028987338752',Beijing,,28800,,en
"Oslo, Norway",Watching Napoles' hearing! Grrrr it makrs me want to grill her!!!!!,1383885128.0,reimyrose,'398790036768161792',,10.602185,,59.9078374,en
,Janet Napoles did not attend college and only a high school graduate and still became a millionaire.Move over Gates &amp; Zuckerberg #porkpatrol,1383885134.0,TheHeadlinesPh,'398790063586172928',,,,,en
,I believe it's not only Janet Napoles who has amnesia but sam pips in ABS. S 8 reli hard 2 incl THE ULTIMATE? Toni Gonzaga deserves RESPECT!,1383885186.0,ExquisitelyMe33,'398790278275801088',Alaska,,-32400,,en
,People blaming Napoles for lack of funding / should've used money for victims. Blame the system! Blame the fucking politicians,1383885197.0,keilahdimpas,'398790324174077952',Hong Kong,,28800,,en
,"What's the matter, Napoles. For all we know you're already dead to those whom you plead allegiance to. (1/2)",1383885198.0,MajosKaycee,'398790329312493569',,,,,en
,I liked a @YouTube video http://t.co/d9d2zOYUoC APOLOGY OF ARNOLD CLAVIO ON HIS INTERVIEW with Lawyer of Janet Lim Napoles,1383885204.0,Letsfakeasmile,'398790353698189312',Fiji,,46800,,en
Atgames,damn it cyrel for spreading dat napoles pic D8,1383885207.0,Megumii42,'398790366863687680',Beijing,,28800,,en
philippines,I invoke my right against Self-Incrimination! -Napoles,1383885226.0,ErleenHilario,'398790448052842497',Mountain Time (US & Canada),,-25200,,en
Southside ,Smile smile din pag may crime. -Napoles. (HAHAHA. Damn you),1383885228.0,omgitstrishie,'398790453748695040',Alaska,,-32400,,en
"Zamboanga City, Philippines","Ignorance can be treated, but stupidity is forever. -Miriam Defensor Santiago, to Janet Lim Napoles. (c)",1383885402.0,novacheesecurl,'398791184786538496',Hong Kong,,28800,,en
"Toronto, Canada",It should be Janet Napoles &amp; among all the corrupt politician will be taken away by the typhoon. Tsssskkk...,1383885412.0,theSoberLove,'398791228289851392',Eastern Time (US & Canada),,-18000,,en
,What business is the dirtiest?  Napoles Business http://t.co/ZA4Zw9cNkX,1383885493.0,ElyzaAllene,'398791568167297024',Beijing,,28800,,en
Fan Account: @imateendirtbag,@MisterBanatero I think this is the best quote for Napoles atm. xD,1383885505.0,imsupershobzkie,'398791618158792704',Alaska,,-32400,,en
nope not here,"""Smile smile din pag may crime"" daw for Napoles #facepalm #smh",1383885523.0,prei_v,'398791694486761473',Alaska,,-32400,,en
,watching the Janet Napoles hearing :),1383885540.0,ThisIsPanky,'398791763956994048',Kuala Lumpur,,28800,,en
,BONG REVILLA  Sen. Revilla himself verified pork barrel transaction signatures -- COA: http://t.co/gVZkWcIbEh via @youtube,1383885560.0,tsaihsiuying,'398791850393223168',,,,,en
Somewhere out there,"""@PanirangCaption: I invoke my right with a big smile ... http://t.co/pJJVH6jh6U"" tangina napoles =)))))))",1383885584.0,jorgae_,'398791949533970433',Alaska,,-32400,,en
Makati city ,To up lift the filipino spirit. Miss Philippines will win the miss universe crown 2013. #earthquake #yolanda #OFWcrackdown #Napoles,1383885600.0,Sweetantrumel,'398792015934009345',,,,,en
Philippines,Yes or No to pork barrel?  Yes :) http://t.co/I8xYmDDAWr,1383885628.0,shannylita,'398792132582187008',Quito,,-18000,,en
,CAPTION THIS | Janet Napoles shaking hands with Justice Secretary Leila de Lima http://t.co/aNAPEQkZXa,1383885630.0,bernard_tv5,'398792143197573120',Beijing,,28800,,en
Philippines,#PhNews MTRCB summons Arnold Clavio for rude language against Napoles lawyer http://t.co/Ksn9zD9tcX,1383885713.0,NewsForPh,'398792491236732928',Beijing,,28800,,en
"Mercury, sunbathing",@_enren I used this acct yesterday cuz tagalog tweets abt napoles and such idw to annoy my jap followers,1383885733.0,bassandled1989,'398792573189238784',Beijing,,28800,,en
Dyan sa may kanto,I  invoke my right against self-incrimination hahaha #Napoles http://t.co/hpCf3Th70H,1383885802.0,AirishPakiss,'398792863707713537',Beijing,,28800,,en
,@GOODtababoy I invoke my rights to self - incrimination! hahahaha #Napoles,1383885822.0,ItsnotmeGian,'398792947648311296',Alaska,,-32400,,en
Philippines,Yolanda+Napoles? Parehong masama. Pero at least magaling yung reporter ng Yolanda. #Atom vs #Arnold #BroAnyare #PrayForThePhilippines,1383885833.0,BroAnyare,'398792992615448576',Beijing,,28800,,en
1432N 12109E,"BTS of what was an eventful Nov. 7, 2013. #Napoles #SenateOfThePhilippines #PDAFProbe @ Senate of the http://t.co/2ivwDcHBcw",1383885862.0,rmbola,'398793114779152385',Taipei,120.98340579,28800,14.54633936,en
,"CM Shop: ops!! because of NApoles and yolanda i forget to thanks mam Jonalyn yesterday .. :P well anyway, thanks... http://t.co/3scCvFjgUu",1383885868.0,familya_altamia,'398793139298656256',Pacific Time (US & Canada),,-28800,,en
,"Dear Ms. Napoles,You owe us the truth.Sincerely,The Filipino People",1383885886.0,kenginfinity_,'398793216922644480',Pacific Time (US & Canada),,-28800,,en
Saudi Arabia,8 Janet Napoles Answers to Classic Miss Universe Questions http://t.co/DYaRn5854T,1383885908.0,edwardcastro,'398793308995997697',Riyadh,,10800,,en
"Manila, Philippines",Napoles memes everywhere.,1383885913.0,eYnah,'398793328008757248',Taipei,,28800,,en
Philippines,Miriam to Napoles: Tell all before senators kill you http://t.co/MCyTmDa0ku,1383885929.0,rapplerdotcom,'398793397072584704',Taipei,,28800,,en
Philippines,RT @moodmeter: Take a break. Maybe memes on Janet Napoles' senate testimony yesterday may amuse you?  http://t.co/mYoGTCgSNE,1383886053.0,GoRapplers,'398793916298035200',Hong Kong,,28800,,en
,"""@rapplerdotcom: Miriam to Napoles: Tell all before senators kill you http://t.co/qUl6NtXuVQ""",1383886057.0,jeanoropesa,'398793931124514816',Arizona,121.10686,-25200,14.60788,en
Makati,MTRCB summons Arnold Clavio for rude language against Napoles lawyer | Inquirer Entertainment http://t.co/J5M9N0bTR1,1383886059.0,karin_ting,'398793940733677568',,,,,en
Philippines,RT @rapplerdotcom: Miriam to Napoles: Tell all before senators kill you http://t.co/PXR4hFRSPU,1383886151.0,GoRapplers,'398794325297213440',Hong Kong,,28800,,en
,if only they performed the unbreakable vow to napoles. walang takas,1383886151.0,christinemoretz,'398794325493964800',Alaska,,-32400,,en
Philippines,"""@rapplerdotcom: Miriam to Napoles: Tell all before senators kill you http://t.co/Epy3790lL0""",1383886196.0,IamOliviaSunga,'398794515428827136',Alaska,,-32400,,en
Under your bed,Datablitz said PS4 will be around 32-36k. NO WTF NAPOLES LANG?!,1383886206.0,SonOfAPanda,'398794558181355520',Hong Kong,,28800,,en
,Dumbledore wouldn't have let this happen. #governmentshutdown #porkbarrel #JLN,1383886225.0,psychoticfaye,'398794638019940352',Pacific Time (US & Canada),,-28800,,en
,@UberFacts is all sums up to one person.#napoles.,1383886299.0,tsukiserenity,'398794946779430913',,,,,en
102913,"""@PanirangCaption: What does the fox say? ... Napoles: di ko po alam! http://t.co/mWy2cTYbLf""",1383886306.0,xandramendoza_,'398794977632743424',Arizona,,-25200,,en
philippines,I liked a @YouTube video http://t.co/sfGmias6B8 LIVE [Part 2]: JANET LIM NAPOLES SENATE HEARING ON PDAF PORK BARREL,1383886306.0,iampeytchai,'398794978522300416',Singapore,,28800,,en
Abu Dhabi,Netizens tweet funny reactions to Napoles Senate hearing | Yahoo! Philippines http://t.co/lahKXqVkKn via @YahooPH,1383886318.0,pipaosiopao,'398795025665908736',Abu Dhabi,,14400,,en
Philippines,Watching napoles' hearing. Hahaha all hail Sen. Miriam ,1383886326.0,kieneplz,'398795060201791491',Alaska,,-32400,,en
,Another Napoles-inspired Miss Universe thread...Find all about it at... http://t.co/CPwkbpXFhg,1383886375.0,Sashfactorinfo,'398795267731767297',,,,,en
Manila,"NAPOLES. Can't you see what this country is going through?. For sure ""HINDI MO ALAM"".",1383886392.0,Like_Aqueen,'398795339588583424',Alaska,,-32400,,en
Friendzone,"Hi, @BagyongYolanda. Please take Napoles instead.",1383886401.0,Gentlewomuhn,'398795377110831105',Beijing,,28800,,en
,A bible verse for Mrs. Janet Lim-Napoles... http://t.co/QIZqxHZZLZ,1383886407.0,swordwisdom,'398795400615698432',Hong Kong,,28800,,en
